date,peak_pos,last_pos,weeks,rank,change,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
7/12/2014,4,43,53,48,-5,0.806,0.115,124.118,0.0538,0.00389,0.000674,4,0.516,2,249693,-5.133,0.577,1
7/12/2014,35,92,19,97,-5,0.703,0.145,95.993,0.0256,0.0435,2.34E-06,4,0.591,10,247827,-6.211,0.402,1
7/12/2014,30,93,18,99,-6,0.732,0.513,120.06,0.0482,0.0136,0,4,0.645,2,202197,-5.874,0.336,1
7/12/2014,68,88,11,96,-8,0.329,0.0986,130.993,0.0274,0.22,0,4,0.574,1,237933,-6.829,0.356,1
7/12/2014,87,0,2,87,,0.783,0.379,78.037,0.0827,0.000918,0.000349,4,0.376,2,189320,-4.327,0.215,1
7/12/2014,82,0,1,82,,0.293,0.0924,187.832,0.0787,0.917,0,4,0.581,4,212263,-13.626,0.73,0
7/5/2014,6,45,61,47,-2,0.73,0.378,90.058,0.0367,0.23,0.00018,4,0.499,3,175200,-2.831,0.381,1
7/5/2014,44,50,20,63,-13,0.808,0.0751,110.001,0.0269,0.00898,9.06E-06,4,0.629,9,179293,-4.125,0.773,1
7/5/2014,43,68,20,79,-11,0.405,0.118,93.341,0.0747,0.252,0,4,0.554,1,255467,-9.255,0.143,0
7/5/2014,31,84,20,95,-11,0.489,0.114,143.808,0.0368,0.132,0.000643,4,0.439,8,250707,-6.286,0.253,1
7/5/2014,79,91,20,98,-7,0.923,0.0951,99.252,0.173,0.0818,4.63E-06,4,0.507,0,189840,-5.581,0.768,1
7/5/2014,17,0,2,100,,0.595,0.0907,123.14,0.0455,0.131,0.0327,4,0.422,6,257277,-7.202,0.442,0
7/5/2014,28,0,1,28,,0.94,0.0966,150.068,0.0979,0.000284,0,4,0.472,0,204620,-4.769,0.369,1
7/5/2014,37,0,1,37,,0.637,0.136,97.97,0.0445,0.464,1.63E-05,4,0.552,5,314280,-6.568,0.333,1
6/28/2014,6,36,38,41,-5,0.584,0.25,100.025,0.127,0.17,0,4,0.68,6,193059,-7.44,0.396,1
6/28/2014,51,79,16,90,-11,0.887,0.323,107.027,0.036,0.00213,9.75E-06,4,0.584,2,228840,-4.237,0.495,1
6/28/2014,58,81,12,86,-5,0.628,0.056,80.027,0.0603,0.733,0,4,0.541,0,239333,-4.682,0.364,0
6/28/2014,81,85,5,96,-11,0.572,0.133,154.038,0.0445,0.105,0.00012,4,0.731,6,218573,-7.889,0.947,0
6/28/2014,26,0,1,26,,0.82,0.104,150.017,0.0395,0.00761,5.00E-05,4,0.699,1,236773,-5.172,0.372,1
6/21/2014,6,44,32,49,-5,0.663,0.145,120.967,0.0473,0.242,0,4,0.606,3,244560,-5.705,0.293,1
6/21/2014,13,38,31,45,-7,0.512,0.135,98.092,0.123,0.0347,0,4,0.491,7,219640,-7.274,0.558,1
6/21/2014,20,41,25,38,3,0.887,0.127,169.937,0.0481,0.138,0,4,0.48,7,222333,-4.452,0.482,1
6/21/2014,14,84,14,97,-13,0.483,0.106,93.458,0.0403,0.0262,0.616,4,0.738,6,285014,-8.915,0.355,0
6/21/2014,56,76,13,96,-20,0.811,0.234,124.993,0.0392,0.000626,0,4,0.654,10,263890,-4.767,0.562,1
6/21/2014,58,83,8,100,-17,0.85,0.156,125.808,0.0714,0.0116,0,4,0.562,7,225133,-5.052,0.41,1
6/21/2014,70,0,1,70,,0.807,0.112,140.076,0.0416,0.000626,0.864,4,0.478,2,186857,-6.111,0.129,0
6/14/2014,23,44,21,46,-2,0.441,0.306,185.571,0.291,0.0296,0.0726,4,0.412,11,319467,-11.523,0.174,0
6/14/2014,38,56,20,71,-15,0.657,0.106,164.054,0.0325,0.0186,0,4,0.535,3,206267,-7.637,0.746,1
6/14/2014,41,72,18,86,-14,0.662,0.0973,154.022,0.0388,0.167,0,4,0.536,1,256747,-6.245,0.383,1
6/14/2014,16,23,17,26,-3,0.933,0.404,132.083,0.0384,0.0208,0,4,0.56,8,220907,-2.969,0.72,1
6/14/2014,77,96,16,97,-1,0.634,0.456,86.988,0.0939,0.286,0,4,0.597,8,333747,-5.739,0.326,1
6/14/2014,49,85,15,74,11,0.939,0.285,126.019,0.0416,0.00244,1.39E-06,4,0.725,6,231627,-2.519,0.977,0
6/14/2014,47,81,3,93,-12,0.961,0.0416,149.974,0.063,0.00278,6.21E-05,4,0.568,8,169936,-3.456,0.869,1
6/14/2014,98,0,3,98,,0.66,0.38,83.772,0.281,0.755,0,4,0.587,6,240427,-5.616,0.343,0
6/14/2014,79,0,1,79,,0.467,0.242,137.516,0.0302,0.561,0.0135,3,0.26,2,342093,-6.861,0.0903,0
6/14/2014,90,0,1,90,,0.377,0.211,173.67,0.0288,0.749,0,4,0.431,2,213627,-9.753,0.353,1
6/7/2014,5,42,43,50,-8,0.538,0.104,75.089,0.0572,0.385,0,4,0.509,7,252867,-7.335,0.244,1
6/7/2014,1,0,25,14,,0.579,0.0419,117.083,0.0414,0.0168,0.0538,4,0.92,11,294000,-5.519,0.839,0
6/7/2014,41,46,20,51,-5,0.86,0.25,87.988,0.0487,0.0627,0,4,0.544,6,187400,-5.283,0.796,1
6/7/2014,36,63,20,77,-14,0.662,0.0778,104.023,0.0294,0.527,0.141,4,0.613,1,252493,-7.797,0.516,1
6/7/2014,15,93,19,100,-7,0.813,0.129,137.976,0.0679,0.132,0,4,0.697,11,207133,-3.399,0.811,0
6/7/2014,47,76,15,97,-21,0.683,0.0628,135.959,0.168,0.387,1.45E-06,4,0.879,3,240000,-3.298,0.585,0
6/7/2014,45,0,1,45,,0.96,0.38,125.02,0.0581,0.146,3.68E-05,4,0.739,1,255987,-2.293,0.722,1
6/7/2014,66,0,1,66,,0.515,0.0987,129.055,0.0359,0.542,0.000113,4,0.862,0,244885,-6.927,0.751,1
6/7/2014,74,0,1,74,,0.307,0.103,100.011,0.0277,0.938,9.87E-05,3,0.395,2,182467,-13.508,0.341,1
6/7/2014,92,0,1,92,,0.797,0.129,114.772,0.0768,0.421,2.80E-06,4,0.589,6,263810,-6.992,0.724,0
5/31/2014,1,49,29,50,-1,0.859,0.0631,110.012,0.0775,0.0547,0,4,0.785,9,250907,-3.673,0.603,1
5/31/2014,34,65,20,71,-6,0.846,0.116,115.965,0.0439,0.0325,0,4,0.639,9,224813,-6.184,0.475,0
5/31/2014,67,74,12,80,-6,0.801,0.0515,130.76,0.0336,0.00375,0.00281,4,0.77,9,233133,-4.182,0.725,0
5/31/2014,45,0,8,45,,0.793,0.833,146.688,0.141,0.16,0,4,0.686,11,343032,-3.659,0.464,1
5/31/2014,29,0,3,29,,0.721,0.094,92.882,0.0277,0.0579,0,4,0.471,7,295573,-3.496,0.3,1
5/31/2014,77,83,3,83,0,0.674,0.129,127.541,0.0355,0.00378,0.000302,4,0.609,9,246307,-6.506,0.743,0
5/31/2014,99,0,2,99,,0.654,0.0806,75.015,0.0318,0.375,3.85E-06,4,0.537,8,198853,-3.71,0.455,1
5/31/2014,87,0,1,87,,0.703,0.127,106.228,0.0641,0.00112,0.0761,4,0.444,7,447440,-9.443,0.419,1
5/31/2014,98,0,1,98,,0.398,0.115,69.979,0.0262,0.0492,0,4,0.394,9,243693,-13.874,0.357,0
5/24/2014,13,42,36,44,-2,0.775,0.102,84.731,0.0546,0.258,0,4,0.309,1,231212,-4.915,0.279,1
5/24/2014,21,40,34,47,-7,0.868,0.374,128.007,0.0392,0.00107,0.715,4,0.675,1,304229,-6.36,0.0376,1
5/24/2014,16,37,23,45,-8,0.78,0.0828,125.014,0.0436,0.0309,4.64E-05,4,0.545,7,255093,-4.867,0.458,0
5/24/2014,8,32,20,33,-1,0.769,0.2,86.052,0.0431,0.0327,0,4,0.542,11,255840,-7.205,0.49,0
5/24/2014,36,48,20,61,-13,0.829,0.0988,125.936,0.118,0.0808,0,4,0.628,9,233173,-4.243,0.734,1
5/24/2014,35,83,17,100,-17,0.767,0.278,152.011,0.0406,0.157,0,4,0.581,10,222613,-6.28,0.832,1
5/24/2014,62,84,13,96,-12,0.879,0.358,111.98,0.0344,0.00864,4.16E-05,4,0.719,3,216080,-5.186,0.431,1
5/24/2014,44,86,12,77,9,0.568,0.0822,155.956,0.0436,0.327,0,4,0.38,1,276400,-5.713,0.259,1
5/24/2014,16,79,11,95,-16,0.915,0.0788,127.984,0.233,0.0136,9.03E-06,4,0.808,0,183750,-3.277,0.647,1
5/24/2014,71,0,1,71,,0.149,0.236,124.689,0.0319,0.846,9.65E-05,4,0.588,7,332960,-16.728,0.113,0
5/24/2014,79,0,1,79,,0.626,0.0716,153.977,0.0678,0.00023,6.51E-05,4,0.456,11,244387,-6.65,0.283,1
5/24/2014,82,0,1,82,,0.798,0.0962,120.162,0.0849,0.266,4.54E-05,4,0.934,0,201933,-5.665,0.895,1
5/24/2014,90,0,1,90,,0.303,0.157,149.918,0.0296,0.375,0,4,0.596,7,221056,-9.052,0.387,1
5/17/2014,1,44,44,49,-5,0.346,0.137,84.79,0.157,0.115,0,4,0.584,7,190187,-12.975,0.355,1
5/17/2014,4,40,26,41,-1,0.162,0.0844,140.459,0.0365,0.877,1.38E-06,3,0.493,2,232293,-7.587,0.147,1
5/17/2014,2,42,20,51,-9,0.621,0.181,140.03,0.0468,0.00969,0.00104,4,0.589,5,323480,-6.902,0.401,0
5/17/2014,29,66,20,69,-3,0.398,0.112,97.476,0.0598,0.00888,0,4,0.858,1,216520,-11.306,0.258,1
5/17/2014,57,82,19,98,-16,0.423,0.0995,95.714,0.0319,0.804,0,4,0.375,0,225080,-6.028,0.391,1
5/17/2014,42,68,18,91,-23,0.67,0.102,151.989,0.0298,0.319,0,3,0.493,6,217407,-5.131,0.451,1
5/17/2014,74,0,1,74,,0.404,0.0718,99.999,0.0949,0.00357,2.17E-05,4,0.773,6,227880,-7.438,0.287,0
5/17/2014,87,0,1,87,,0.819,0.355,140.945,0.0433,0.0891,0,4,0.503,5,215118,-6.141,0.54,1
5/17/2014,100,0,1,100,,0.929,0.111,96.003,0.0433,0.0143,0,4,0.797,0,159627,-2.959,0.747,0
5/10/2014,3,48,87,49,-1,0.777,0.671,136.249,0.059,0.119,7.87E-05,4,0.473,9,186813,-3.698,0.21,1
5/10/2014,40,79,19,91,-12,0.713,0.103,117.943,0.0434,0.0724,0.000721,4,0.614,0,279293,-6.498,0.215,1
5/10/2014,51,74,18,84,-10,0.125,0.252,145.505,0.047,0.852,0.000361,5,0.357,3,206507,-15.509,0.16,1
5/10/2014,52,72,16,85,-13,0.705,0.108,111.004,0.0326,0.0369,9.01E-05,4,0.732,1,206800,-4.31,0.599,1
5/10/2014,69,69,5,78,-9,0.697,0.062,120.132,0.0404,0.239,0,4,0.722,10,212006,-7.083,0.487,1
5/10/2014,75,0,1,75,,0.79,0.662,127.982,0.0845,0.00186,8.01E-05,4,0.754,11,196240,-6.773,0.551,0
5/10/2014,92,0,1,92,,0.427,0.11,84.829,0.0373,0.567,0.000293,4,0.508,0,172724,-6.543,0.162,1
5/3/2014,70,77,20,75,2,0.574,0.12,84.984,0.0372,0.35,9.96E-05,4,0.535,2,273424,-6.865,0.445,0
5/3/2014,51,86,20,95,-9,0.76,0.144,134.015,0.0277,0.0676,0,4,0.564,6,231693,-5.667,0.528,1
5/3/2014,76,83,15,98,-15,0.513,0.147,115.022,0.0534,0.394,0,4,0.703,11,289368,-7.544,0.312,1
5/3/2014,83,94,13,96,-2,0.361,0.108,126.86,0.0333,0.508,0.00268,4,0.262,2,536000,-10.191,0.056,1
5/3/2014,89,97,5,100,-3,0.591,0.298,92.004,0.0287,0.233,0.000387,4,0.599,7,197920,-5.052,0.288,1
5/3/2014,96,96,2,99,-3,0.535,0.133,96.487,0.148,0.0271,0,4,0.86,6,253547,-8.561,0.503,0
5/3/2014,94,0,1,94,,0.65,0.113,96.95,0.0682,0.248,0.0208,4,0.674,2,329573,-7.349,0.517,1
4/26/2014,19,41,28,46,-5,0.509,0.141,85.5,0.141,0.13,0,4,0.752,10,236093,-6.794,0.648,0
4/26/2014,38,61,20,70,-9,0.663,0.26,139.992,0.0367,0.0148,0,4,0.499,7,226867,-5.59,0.228,1
4/26/2014,38,71,20,73,-2,0.754,0.26,113.056,0.0372,0.0667,4.22E-05,4,0.677,0,171120,-5.135,0.801,1
4/26/2014,21,89,18,92,-3,0.655,0.113,119.759,0.0315,0.111,3.57E-06,4,0.583,0,278747,-5.407,0.201,1
4/26/2014,57,80,13,99,-19,0.903,0.186,127.951,0.214,0.0615,1.23E-06,4,0.571,7,206320,-2.184,0.477,1
4/26/2014,45,99,11,100,-1,0.725,0.0821,128.04,0.0676,0.574,0,4,0.802,0,225000,-5.965,0.598,0
4/26/2014,85,85,4,85,0,0.848,0.104,76.965,0.0362,0.00634,1.41E-05,4,0.504,6,261347,-4.388,0.458,1
4/26/2014,95,0,1,95,,0.79,0.08,143.004,0.0364,0.0131,0.0156,4,0.664,5,212613,-5.467,0.939,0
4/19/2014,1,46,35,49,-3,0.756,0.55,179.771,0.0415,0.00635,1.29E-05,4,0.56,7,223546,-4.817,0.404,0
4/19/2014,62,72,20,81,-9,0.53,0.16,97.033,0.0577,0.272,0,4,0.763,5,231893,-5.554,0.469,0
4/19/2014,32,74,14,97,-23,0.749,0.205,125.986,0.032,0.461,1.82E-06,4,0.561,6,228720,-4.951,0.501,0
4/19/2014,69,85,12,100,-15,0.952,0.198,115.972,0.0342,0.0418,3.12E-05,4,0.681,8,177973,-3.714,0.92,1
4/19/2014,49,90,4,92,-2,0.627,0.18,200.088,0.263,0.303,0,4,0.533,6,124733,-6.256,0.517,0
4/19/2014,88,88,3,94,-6,0.715,0.136,127.921,0.0739,0.184,5.44E-06,4,0.566,5,211987,-7.311,0.284,1
4/12/2014,23,49,42,45,4,0.829,0.0401,185.055,0.0516,0.00568,7.43E-06,4,0.562,10,218960,-3.386,0.744,0
4/12/2014,1,43,32,47,-4,0.403,0.111,119.81,0.0337,0.395,0,4,0.466,5,223240,-6.142,0.337,1
4/12/2014,52,71,18,93,-22,0.82,0.182,170.027,0.0594,0.22,0,4,0.515,9,226707,-6.554,0.534,1
4/12/2014,76,0,1,76,,0.919,0.118,109.998,0.0406,0.0172,0,4,0.618,5,232667,-3.46,0.53,0
4/5/2014,4,43,33,44,-1,0.404,0.0718,99.999,0.0949,0.00357,2.17E-05,4,0.773,6,227880,-7.438,0.287,0
4/5/2014,31,62,20,68,-6,0.43,0.164,77.961,0.0319,0.812,7.99E-05,4,0.571,8,202627,-7.439,0.285,1
4/5/2014,46,68,20,80,-12,0.76,0.127,99.975,0.0247,0.109,9.58E-06,4,0.556,0,184680,-4.62,0.544,1
4/5/2014,30,66,18,85,-19,0.915,0.0987,126.027,0.0544,0.00441,0.00112,4,0.485,2,240289,-3.469,0.201,0
4/5/2014,31,34,10,31,3,0.492,0.08,99.107,0.089,0.0277,1.45E-06,4,0.596,1,264400,-5.903,0.546,1
4/5/2014,94,95,7,97,-2,0.677,0.0723,151.801,0.0641,0.0233,0,4,0.623,5,208040,-5.215,0.182,1
4/5/2014,77,98,2,77,21,0.735,0.118,95.918,0.407,0.454,0,4,0.74,8,206963,-6.304,0.604,1
3/29/2014,1,43,48,48,-5,0.503,0.0761,119.998,0.0494,0.00453,1.87E-05,4,0.862,7,263053,-7.703,0.863,1
3/29/2014,9,0,1,9,,0.158,0.118,144.503,0.0402,0.966,0.00312,4,0.366,7,161413,-16.409,0.0792,1
3/22/2014,17,41,79,45,-4,0.436,0.0964,119.051,0.0558,0.441,0.615,4,0.826,1,259093,-9.583,0.272,1
3/22/2014,51,77,20,82,-5,0.665,0.0841,120.095,0.376,0.00922,0,4,0.826,1,224013,-8.349,0.473,1
3/22/2014,14,82,20,98,-16,0.729,0.209,129.003,0.0387,0.00357,0,4,0.555,7,228879,-4.813,0.369,1
3/22/2014,66,90,17,99,-9,0.686,0.0667,105.99,0.027,0.00283,0,4,0.556,0,266640,-5.691,0.42,1
3/22/2014,73,73,7,97,-24,0.548,0.154,100.005,0.0596,0.145,0,4,0.777,10,296733,-6.836,0.428,0
3/22/2014,80,84,6,100,-16,0.944,0.385,100.124,0.0544,0.0041,0,4,0.591,11,224640,-4.325,0.713,1
3/22/2014,68,68,3,90,-22,0.383,0.239,143.931,0.038,0.267,0,4,0.683,1,210738,-8.781,0.264,1
3/22/2014,84,0,2,84,,0.474,0.117,121.051,0.0302,0.142,0,4,0.649,8,221200,-8.564,0.348,0
3/22/2014,78,0,1,78,,0.527,0.382,126.012,0.0708,0.0778,0,4,0.729,9,289627,-6.338,0.22,1
3/22/2014,86,0,1,86,,0.837,0.362,102.831,0.114,0.00188,0,4,0.661,5,311920,-3.78,0.603,0
3/22/2014,94,0,1,94,,0.943,0.0981,124.939,0.14,0.0789,0,4,0.676,5,235920,-2.789,0.771,1
3/15/2014,28,28,20,43,-15,0.849,0.109,137.982,0.0386,0.511,3.89E-05,4,0.576,9,196747,-3.057,0.666,1
3/15/2014,7,58,20,67,-9,0.847,0.826,148.008,0.321,0.407,0,4,0.705,7,363973,-2.651,0.63,1
3/15/2014,28,77,20,78,-1,0.935,0.147,141.903,0.0396,0.0915,0,4,0.491,1,199320,-2.99,0.607,1
3/15/2014,47,76,20,88,-12,0.846,0.127,120.012,0.043,0.186,0,4,0.653,9,169160,-3.641,0.764,1
3/15/2014,13,86,19,95,-9,0.815,0.0999,97.529,0.0653,0.309,7.25E-06,4,0.785,9,227316,-4.374,0.556,1
3/15/2014,58,84,13,86,-2,0.627,0.251,155.89,0.0339,0.0127,0,4,0.456,6,210040,-5.696,0.432,1
3/15/2014,60,65,9,74,-9,0.821,0.287,115.556,0.0305,0.00408,0,4,0.602,9,183333,-4.059,0.257,1
3/15/2014,92,0,8,94,,0.569,0.143,153.989,0.0622,0.0279,6.58E-06,4,0.828,11,301453,-4.85,0.672,1
3/15/2014,42,48,7,42,6,0.492,0.08,99.107,0.089,0.0277,1.45E-06,4,0.596,1,264400,-5.903,0.546,1
3/15/2014,57,57,3,81,-24,0.96,0.435,147.999,0.142,0.011,1.41E-06,4,0.698,8,163423,-3.595,0.738,1
3/8/2014,8,46,43,44,2,0.821,0.101,117.948,0.0325,0.000194,0.00232,5,0.656,0,192790,-4.838,0.791,1
3/8/2014,14,39,37,45,-6,0.615,0.0879,124.015,0.042,0.15,0.000212,4,0.695,7,240040,-5.325,0.414,0
3/8/2014,11,48,23,50,-2,0.606,0.105,140.015,0.0581,0.000325,1.50E-05,4,0.856,9,252080,-5.308,0.315,1
3/8/2014,35,45,21,49,-4,0.717,0.0544,160.458,0.0421,0.201,0,4,0.53,1,236987,-6.073,0.906,1
3/8/2014,89,99,11,93,6,0.781,0.185,109.945,0.147,0.158,0,4,0.771,9,270200,-6.361,0.407,1
3/8/2014,45,83,10,90,-7,0.792,0.313,170.085,0.26,0.171,1.28E-06,4,0.47,0,215947,-8.932,0.214,1
3/8/2014,86,93,6,94,-1,0.874,0.0958,127.985,0.0396,0.00262,0.000412,4,0.725,0,247933,-3.715,0.748,0
3/1/2014,18,36,22,47,-11,0.74,0.0924,127.955,0.0387,0.101,0,4,0.607,8,217080,-3.116,0.474,1
3/1/2014,15,44,22,51,-7,0.762,0.406,116.473,0.158,0.0619,0,4,0.765,7,219426,-5.878,0.819,1
3/1/2014,30,51,20,52,-1,0.573,0.145,120.009,0.0445,0.0113,0.0688,4,0.692,1,258855,-9.237,0.205,0
3/1/2014,80,0,1,80,,0.726,0.0603,74.009,0.286,0.312,0,4,0.654,9,152221,-8.354,0.94,1
3/1/2014,88,0,1,88,,0.57,0.282,149.009,0.0551,0.309,0,4,0.622,2,222760,-6.9,0.493,1
3/1/2014,100,0,1,100,,0.538,0.35,134.491,0.0371,0.735,0,3,0.331,5,243886,-6.368,0.16,1
2/22/2014,20,53,20,54,-1,0.511,0.181,122.029,0.395,0.0689,0,4,0.669,1,271573,-6.943,0.429,1
2/22/2014,47,87,17,96,-9,0.434,0.106,139.976,0.0298,0.171,1.10E-06,4,0.635,6,278693,-7.986,0.171,1
2/22/2014,56,77,13,99,-22,0.702,0.138,163.003,0.0284,0.152,0,4,0.554,9,212427,-4.972,0.467,1
2/22/2014,90,96,5,98,-2,0.739,0.229,118.005,0.0805,0.0192,0.0794,4,0.766,1,296520,-10.364,0.185,1
2/22/2014,41,69,3,84,-15,0.557,0.194,134.011,0.118,0.113,0,4,0.738,5,248133,-5.463,0.912,0
2/22/2014,12,68,3,92,-24,0.868,0.233,156.128,0.0882,0.00725,0,4,0.432,6,176320,-2.01,0.567,0
2/15/2014,59,70,16,98,-28,0.682,0.0786,111.006,0.0282,0.159,0,4,0.601,1,251227,-4.548,0.337,1
2/15/2014,75,0,3,75,,0.72,0.461,90.999,0.271,0.0553,2.07E-06,4,0.482,2,350120,-6.812,0.222,1
2/15/2014,60,0,1,60,,0.649,0.0988,98.03,0.0267,0.442,0,4,0.632,5,199640,-5.933,0.614,1
2/15/2014,89,0,1,89,,0.0969,0.105,144.077,0.0435,0.951,0,4,0.498,11,193787,-16.482,0.39,1
2/8/2014,26,88,20,94,-6,0.934,0.118,103.005,0.0516,0.0322,0,4,0.573,2,191747,-5.655,0.511,1
2/8/2014,36,80,19,95,-15,0.759,0.114,159.838,0.0298,0.0113,0,4,0.438,10,201347,-3.509,0.47,1
2/8/2014,26,85,17,99,-14,0.631,0.144,105.096,0.0273,0.033,0,4,0.568,7,225027,-5.623,0.23,1
2/8/2014,65,71,15,97,-26,0.849,0.0606,185.939,0.0833,0.119,0,4,0.62,0,190147,-6.836,0.965,1
2/8/2014,85,0,1,85,,0.488,0.118,137.95,0.0506,0.735,0,4,0.487,8,191480,-5.853,0.321,0
2/1/2014,23,40,26,46,-6,0.612,0.0751,104.974,0.0475,0.000542,0.000758,4,0.885,1,189853,-6.651,0.496,1
2/1/2014,4,37,23,48,-11,0.771,0.0998,139.951,0.052,0.0299,1.16E-06,4,0.667,7,212493,-4.269,0.688,0
2/1/2014,37,57,20,58,-1,0.771,0.168,155.912,0.0372,0.0867,3.87E-06,4,0.471,5,215653,-3.905,0.272,0
2/1/2014,41,58,20,63,-5,0.86,0.102,87.016,0.0344,0.0412,0,4,0.515,7,218360,-4.23,0.516,1
2/1/2014,56,72,20,73,-1,0.596,0.254,124.082,0.364,0.00522,1.05E-06,4,0.484,1,267587,-6.678,0.37,0
2/1/2014,71,86,8,97,-11,0.909,0.215,179.938,0.0825,0.00159,2.32E-05,4,0.465,9,203413,-3.702,0.593,1
2/1/2014,24,92,8,100,-8,0.513,0.0676,130.047,0.0463,0.00397,0,4,0.678,1,191173,-5.719,0.161,0
2/1/2014,96,98,2,96,2,0.955,0.422,127.985,0.112,0.106,0,4,0.637,7,169557,-1.691,0.613,0
1/25/2014,4,33,27,43,-10,0.539,0.249,145.075,0.0908,0.0635,8.12E-06,4,0.685,2,338413,-6.964,0.157,0
1/25/2014,30,39,25,47,-8,0.529,0.118,97.516,0.076,0.0275,0,4,0.844,1,207267,-7.976,0.491,1
1/25/2014,40,42,21,45,-3,0.721,0.29,140.02,0.127,0.0438,0.000129,4,0.692,6,209187,-6.696,0.596,0
1/25/2014,3,67,20,79,-12,0.869,0.258,95.087,0.328,0.0179,0,4,0.732,2,238947,-4.536,0.618,1
1/25/2014,39,85,20,97,-12,0.89,0.102,120.048,0.0603,0.192,2.36E-06,4,0.539,0,207120,-4.422,0.243,1
1/25/2014,36,74,17,91,-17,0.678,0.431,137.864,0.243,0.00701,8.43E-06,4,0.611,3,424147,-6.723,0.493,0
1/25/2014,16,77,14,74,3,0.907,0.079,176.032,0.212,0.00345,0,4,0.453,7,272280,-2.959,0.435,1
1/25/2014,88,0,1,88,,0.896,0.0814,92.026,0.057,0.0739,0,4,0.61,1,192773,-4.064,0.864,1
1/18/2014,15,34,21,45,-11,0.748,0.139,110.021,0.0509,0.0628,0,4,0.659,7,190187,-2.902,0.897,1
1/18/2014,74,81,19,93,-12,0.572,0.111,140.032,0.0859,0.00811,0,4,0.785,11,260560,-9.383,0.477,1
1/18/2014,6,58,18,75,-17,0.867,0.119,128.008,0.0453,0.107,0,4,0.703,6,213708,-4.292,0.546,1
1/18/2014,55,90,17,100,-10,0.472,0.172,140.084,0.169,0.0621,0,4,0.741,6,203280,-6.251,0.34,0
1/18/2014,12,0,13,86,,0.885,0.069,128.033,0.0886,0.1,3.11E-05,4,0.728,4,247500,-4.743,0.891,1
1/18/2014,77,83,9,95,-12,0.53,0.179,151.618,0.063,0.337,0,4,0.638,5,159347,-6.928,0.882,1
1/18/2014,76,91,6,92,-1,0.566,0.12,79.981,0.0419,0.427,0,4,0.566,3,239960,-6.318,0.344,1
1/18/2014,93,100,5,97,3,0.781,0.358,86.006,0.134,0.0908,1.75E-06,4,0.701,5,273904,-8.493,0.459,1
1/11/2014,53,60,29,53,7,0.472,0.068,97.463,0.333,0.166,0,4,0.92,1,219833,-7.941,0.308,1
1/11/2014,2,82,21,54,28,0.877,0.0699,118.499,0.045,0.025,0,4,0.654,1,202440,-2.988,0.561,1
1/11/2014,22,0,16,89,,0.544,0.0973,139.959,0.0371,0.445,5.16E-06,4,0.717,7,244493,-6.598,0.641,1
1/11/2014,12,87,6,99,-12,0.662,0.0907,152.096,0.0466,0.134,0,4,0.359,1,229147,-2.843,0.288,1
1/11/2014,19,0,4,97,,0.889,0.784,152.186,0.303,0.0376,0,4,0.663,1,225507,-2.975,0.837,1
1/11/2014,12,12,2,17,-5,0.621,0.181,140.03,0.0468,0.00969,0.00104,4,0.589,5,323480,-6.902,0.401,0
1/11/2014,82,99,2,82,17,0.767,0.191,121.036,0.0297,0.00417,1.46E-06,4,0.619,7,230707,-2.793,0.628,1
1/11/2014,88,0,2,88,,0.902,0.365,153.963,0.111,0.0748,0,4,0.463,4,170613,-4.017,0.395,1
1/1/2014,27,50,20,69,-19,0.528,0.284,100.997,0.0656,0.122,0,4,0.817,1,220987,-6.551,0.17,1
1/1/2014,13,51,3,64,-13,0.411,0.0763,134.007,0.0355,0.3,7.19E-05,4,0.713,8,255879,-8.24,0.626,1
1/1/2014,78,80,3,78,2,0.812,0.214,159.876,0.0537,0.0013,1.99E-05,4,0.509,8,229640,-5.438,0.689,1
1/1/2014,48,0,2,48,,0.351,0.097,145.907,0.0382,0.813,0.00165,4,0.694,9,249933,-10.92,0.691,1
1/1/2014,51,0,1,51,,0.401,0.164,152.974,0.0364,0.576,0,3,0.54,0,289160,-10.499,0.24,1
1/1/2014,76,0,1,76,,0.64,0.513,190.403,0.632,0.604,0,4,0.577,0,255800,-3.656,0.53,1
12/28/2013,6,44,23,49,-5,0.656,0.123,111.977,0.0329,0.0701,2.25E-06,4,0.565,1,265427,-6.806,0.23,0
12/28/2013,28,63,20,74,-11,0.529,0.335,139.876,0.0282,0.146,0,4,0.572,0,239507,-6.897,0.321,1
12/28/2013,65,94,10,98,-4,0.749,0.114,164.137,0.549,0.135,1.55E-05,4,0.517,2,433800,-6.767,0.27,1
12/28/2013,25,84,8,93,-9,0.683,0.638,179.922,0.0439,0.077,0,3,0.397,11,243093,-4.701,0.223,1
12/28/2013,84,90,8,100,-10,0.838,0.108,155.994,0.134,0.135,0,4,0.617,7,246613,-3.132,0.504,1
12/28/2013,55,0,1,55,,0.81,0.155,129.96,0.0393,0.0324,0.000217,4,0.703,4,227776,-5.5,0.832,1
12/28/2013,64,0,1,64,,0.236,0.366,83.611,0.0299,0.795,9.67E-05,4,0.276,3,293120,-13.742,0.261,1
12/28/2013,75,0,1,75,,0.284,0.113,147.874,0.0326,0.845,0.000234,4,0.642,1,310000,-15.317,0.439,1
12/28/2013,87,0,1,87,,0.0744,0.106,117.131,0.0355,0.949,1.22E-05,3,0.532,1,270400,-16.092,0.125,1
